Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	TCGA-DB-5279-01	TCGA-DB-A4XG-01	TCGA-S9-A6U2-01	TCGA-VM-A8CA-01	TCGA-DU-8168-01	TCGA-EZ-7264-01	TCGA-S9-A6TZ-01	TCGA-W9-A837-01	TCGA-E1-A7YO-01	TCGA-P5-A5F0-01	TCGA-FG-8182-01	TCGA-CS-5393-01	TCGA-DU-8162-01	TCGA-TQ-A7RO-01	TCGA-HT-8010-01	TCGA-CS-5396-01	TCGA-CS-6669-01	TCGA-TM-A7C4-01	TCGA-DU-7300-01	TCGA-HT-8113-01	TCGA-DU-A76R-01	TCGA-CS-5390-01	TCGA-DU-6410-01	TCGA-DU-A7TG-01	TCGA-DB-A4XH-01	TCGA-HT-7688-01	TCGA-CS-6668-01	TCGA-P5-A5F6-01	TCGA-DU-7309-01	TCGA-E1-5307-01	TCGA-E1-A7Z3-01	TCGA-HW-7491-01	TCGA-R8-A6MK-01	TCGA-DB-A64W-01	TCGA-TQ-A7RQ-01	TCGA-DH-A7UU-01	TCGA-FG-8181-01	TCGA-VM-A8CB-01	TCGA-TM-A84O-01	TCGA-HW-8322-01	TCGA-DU-7009-01	TCGA-HT-A5R7-01	TCGA-TM-A7C5-01	TCGA-DU-A7TC-01	TCGA-S9-A7QZ-01	TCGA-HT-7603-01	TCGA-DB-A4XE-01	TCGA-S9-A89V-01	TCGA-HT-8019-01	TCGA-HT-7881-01	TCGA-P5-A77X-01	TCGA-HW-8319-01	TCGA-HT-7474-01	TCGA-FG-7641-01	TCGA-DU-7018-01	TCGA-P5-A5F4-01	TCGA-S9-A6WI-01	TCGA-RY-A847-01	TCGA-HT-8015-01	TCGA-DU-6393-01	TCGA-HT-7605-01	TCGA-P5-A72Z-01	TCGA-HT-7856-01	TCGA-WY-A85A-01	TCGA-HT-8012-01	TCGA-RY-A843-01	TCGA-FG-5962-01	TCGA-DB-A64L-01	TCGA-FG-A713-01	TCGA-DU-6397-01	TCGA-TM-A84G-01	TCGA-HW-A5KJ-01	TCGA-HT-7695-01	TCGA-DU-5849-01	TCGA-TM-A84H-01	TCGA-DU-6394-01	TCGA-TM-A84R-01	TCGA-HT-7476-01	TCGA-HT-8109-01	TCGA-S9-A6WH-01	TCGA-HT-7470-01	TCGA-HT-7475-01	TCGA-S9-A6TY-01	TCGA-HT-A619-01	TCGA-P5-A77W-01	TCGA-P5-A733-01	TCGA-F6-A8O3-01	TCGA-DU-8164-01	TCGA-DU-A6S6-01	TCGA-E1-A7YS-01	TCGA-DU-5874-01	TCGA-HW-7487-01	TCGA-HT-A616-01	TCGA-HT-7687-01	TCGA-HT-7681-01	TCGA-HT-7877-01	TCGA-F6-A8O4-01	TCGA-HT-7880-01	TCGA-WY-A859-01	TCGA-VW-A7QS-01	TCGA-FG-8189-01	TCGA-DU-A6S8-01	TCGA-HT-7610-01	TCGA-IK-8125-01	TCGA-DU-7302-01	TCGA-HT-7480-01	TCGA-DB-A4XB-01	TCGA-QH-A6CZ-01	TCGA-HT-7607-01	TCGA-HT-A5RB-01	TCGA-E1-5311-01	TCGA-HT-A5R9-01	TCGA-HT-8105-01	TCGA-HT-7874-01	TCGA-HT-8107-01	TCGA-DB-5270-01	TCGA-P5-A5EZ-01	TCGA-P5-A781-01	TCGA-HW-7495-01	TCGA-DB-A64R-01	TCGA-QH-A6CY-01	TCGA-DH-A7UR-01	TCGA-HT-8558-01	TCGA-DU-A7T6-01	TCGA-HT-7694-01	TCGA-FG-A4MT-01	TCGA-HW-7489-01	TCGA-FG-7643-01	TCGA-S9-A7IQ-01	TCGA-TM-A7CF-01	TCGA-E1-A7YY-01	TCGA-E1-5318-01	TCGA-DU-A6S3-01	TCGA-HT-7875-01	TCGA-S9-A6WL-01	TCGA-06-0221-01	
Deletion Peak  4 - CN values	2q22.1  	chr2:138898047-142880269(probes 204532:207013)    	chr2:140223496-142136706(probes 205275:206572)    	chr2:141289596-141292565(probes 205924:205925)    	0.081897	  0.081897		Actual Copy Change Given	-0.021098	-0.017391	-0.022947	0.33011	-0.0036011	-0.014366	0.020203	-0.0085766	-0.01409	-0.02384	0.0039592	0.0043021	0.0072216	-0.0017747	-0.0030475	-0.025931	0.0036076	0	-0.0079889	0	-0.00035602	-0.0025215	0.056228	-0.0016629	-0.0036011	-0.1259	-0.011335	-0.86696	-0.021668	-0.19162	0.00458	0.096089	-0.0099565	-0.00011053	-0.016429	0.0089804	0	-0.01106	-0.020549	-0.018353	-0.01904	0.034113	-0.014366	0.039619	-0.0080244	0	0.024969	-0.0063817	0.0012481	-0.0061634	-0.005814	0	0.0031415	-0.0123	-0.03245	0.011121	0	-0.012024	0	-0.039529	-0.015243	-0.028081	0.00069327	0.0033299	-0.025883	0.0019418	0.027905	-0.020001	0	-0.006505	-0.024524	-0.018902	-0.018902	0.0052274	0.0094491	0.0041632	-0.0022168	0.00055459	-0.0013858	-0.0051227	0.029466	0.00055459	-0.0077482	0.05025	-0.0076101	-0.11378	0.0081959	-0.018902	-0.020824	-0.014778	-0.012115	-0.0032212	0	-0.017941	-0.013264	0	-0.0038779	0	0.045566	-0.012989	0.00063392	-0.022881	-0.0078863	-0.0055882	-0.013346	-0.013953	-0.0046493	-0.034086	-0.0011087	-0.0066432	-0.0080244	-0.0090864	-0.17449	-0.0026322	0	0.0029133	0.03031	-0.00041585	-0.014366	-0.014774	-0.0079489	-0.17208	0.0048579	-0.25322	-0.0026322	0	-0.036678	0.0027745	-0.0047079	0.018663	0.00069327	-0.018445	-0.014366	-0.010232	-0.0034627	0.016565	
Deletion Peak  5 - CN values	2q37.3  	chr2:230544906-242193529(probes 257975:264513)    	chr2:241493276-242193529(probes 264485:264513)    	chr2:232110971-242193529(probes 258709:264513)    	0.047257	  0.047257		Actual Copy Change Given	0.018803	0.035665	0.01524	0.33011	-0.0053965	-0.014366	-0.015191	0.033972	0.038347	0.035665	-0.2162	0.0043021	0.004163	0.023426	-0.0030475	9.9991e-05	0.0036076	-0.036265	-0.0051227	0	-0.00035602	-0.0025215	-0.013127	-0.0016629	-0.0036011	-0.18144	0.051814	-0.86696	-0.11693	-0.033612	-0.0017186	-0.0091961	0.040609	-0.018576	0.044999	0.011679	-0.0041321	0.084932	-0.15054	0.016425	0.028903	0	-0.014366	-0.043331	0.042024	0	0	0.24605	0.0012481	-0.0061634	0.018803	0	-0.033317	0.023566	-0.03245	-0.027945	0	0.027638	-0.013592	0.026233	0.024969	0.032563	0.00069327	-0.037381	0.044017	0.0019418	-0.0055375	0.038347	0	0.063382	0.032563	0.008892	0.023987	0.027871	-0.055479	0.055515	-0.0022168	-0.0066694	0.024969	-0.0051227	0.0095883	-0.031632	0.038065	0.1133	-0.0076101	-0.13406	-0.011473	0.036935	0.041034	0.025531	0.043064	-0.0031809	-0.13574	0.047126	0.031295	0	-0.83779	-0.040345	-0.0089906	0.05523	-0.0026423	-0.017941	0.011539	-0.0055882	-0.019494	0.033549	-0.0046493	0.00069327	-0.0011087	-0.17744	-0.0080244	-0.0090864	-0.17449	-0.0026322	0	-0.42963	0.029888	-0.00041585	0.027216	0.041462	-0.0079489	-0.17208	0.0048579	-0.25406	-0.0026322	0	-0.045364	-0.0038779	-0.0047079	-0.13987	0.00069327	0.037217	0.013772	0.048262	-0.0008316	-0.85488	
Deletion Peak  6 - CN values	3p13    	chr3:41197616-81095908(probes 288290:311751)        	chr3:73379623-73475922(probes 307546:307639)        	chr3:73248595-73439472(probes 307444:307603)        	0.14751	   0.14751		Actual Copy Change Given	0.00055459	0	-0.021713	0	-0.97934	0.00097064	0.013632	-0.00013862	-0.006033	-0.01849	-0.073138	0.0027745	0.0052747	-0.0012473	-0.0077213	0.0013481	0.0022193	0.0070826	-0.10211	0.00069327	-0.35592	-0.00085935	0.010564	0.0049969	0.018558	0.024268	0.79026	-0.89932	0.022497	-0.10736	0.0052749	0.028622	-0.0041502	-0.023429	-0.019177	0.010424	0.0037465	-0.0023553	-0.0078863	-0.0077482	-0.0033243	-0.013402	0.006109	0.0037465	-0.00041585	0.0091705	-0.083465	-0.46729	0.0040243	0.00065066	0	0.008892	0.012466	0.0012481	0.013213	0.025671	-0.0034627	0.0056919	0.0062481	0.006109	-0.0012473	0.013911	0.0060248	0.011121	-0.0085662	-0.00097017	0.25574	0.022164	-0.015745	-0.00041585	0.003191	-0.011473	-0.0071958	-0.0026498	-0.5872	-0.0075913	0.0024969	-0.77549	-0.0015243	-0.0016629	-0.75158	0.0097276	-0.012438	-0.17272	-0.51938	-0.0055981	0.0069435	-0.010508	0.0072217	0.016985	-0.00064583	0	-0.0022168	-0.0059522	-0.0092666	-0.004792	0.0062481	0.0044411	-0.14644	-0.032314	0.0042393	0.004716	-0.015173	0.00055459	-0.0066432	-0.0070576	0.0010293	-0.00080638	-0.0011087	0.013632	0	0.0029133	-0.0067813	-0.0027707	0.0026357	-0.0084385	0.004719	0	-0.0087146	-0.0050548	-0.0038779	-0.0071739	0.00069327	0.026373	0	0.0086135	0.0081959	-0.0008316	-0.007709	-0.13238	0	-0.0022168	-0.005261	-0.0055375	0.0012481	-0.44846	
Deletion Peak  7 - CN values	3q29    	chr3:191328927-198295559(probes 369782:372591)    	chr3:193950521-198295559(probes 371309:372591)    	chr3:191506082-198295559(probes 369902:372591)    	0.037191	  0.034068		Actual Copy Change Given	0.056228	0	-0.015121	0	0.01885	0.00097064	0.013632	0.088982	-0.006033	-0.017391	0.079091	0.0027745	-0.0067815	-0.0012473	-0.014304	0.0023194	0.0022193	-0.070135	-0.10211	0.00069327	-0.35953	-0.00085935	0.010842	-0.0072527	0.015212	-0.32379	0.060651	-0.89932	0.024667	0.013213	0.0052749	0.019503	-0.0008316	0.013074	-0.0062842	-0.44059	0.0037465	0.086377	-0.0078863	-0.0077482	-0.0033243	-0.04983	0.006109	0.011958	-0.00041585	0.0011093	-0.0031859	0.0095733	0.0040243	-0.0029091	0	0.005875	-0.072015	0.0012481	0.015447	-0.0096806	-0.0034627	-0.002316	0.0034754	0.037217	-0.0012473	0.012237	0.0072217	0.005399	-0.0085662	-0.00097017	0.25418	0.060222	-0.017116	0.020063	-0.0084385	0.021043	-0.0071958	-0.0094517	-0.013815	0.078006	0.0024969	0.019923	-0.0015243	-0.0016629	-0.4678	-0.043195	0.089706	-0.17272	-0.35909	-0.78538	-0.0056603	-0.010508	0.066086	0.016985	0.042497	0	-0.023429	-0.0059522	-0.0092666	-0.004792	0.0062481	0.0044411	-0.7895	0.054091	0.0042393	0	-0.0071958	0.00055459	-0.0024938	0.056085	-0.0021749	0.011679	-0.0055375	0.013632	0	0.0029133	-0.0067813	-0.0027707	-0.0012473	-0.0084385	-0.07921	0	-0.0087146	0.026378	-0.0038779	-0.0060904	0.00069327	0.019783	0	-0.13484	-0.010638	-0.0008316	-0.0037395	-0.12369	0	-0.0055283	0.041883	0.063366	0.0079175	-0.38257	
Deletion Peak  8 - CN values	4p15.2  	chr4:24980191-25122132(probes 387792:387937)        	chr4:24998385-25032331(probes 387813:387857)        	chr4:25006592-25020376(probes 387829:387842)        	0.19559	   0.19333		Actual Copy Change Given	-0.44792	-0.036674	-0.025412	-0.042525	-0.10211	0.00013863	0.014363	-0.021921	-0.016567	-0.031632	-0.0061552	-0.0047079	0.0023579	-0.22552	-0.0081624	-0.00094923	-0.0008316	0.019923	-0.031086	-0.0062286	-0.36256	-0.019479	-0.96674	-0.0094046	-0.35874	0.16715	-0.018902	0.035524	0.011797	0.0046339	-0.0073339	-0.90979	-0.012713	-0.86367	-0.031496	0.0076392	-0.0013858	-0.0083005	-0.010646	-0.020824	-0.0094412	0.10074	-0.80931	0.016682	-0.014641	0.0045051	-0.0023553	0.00095568	-0.00013862	0.0016642	-0.0008316	-0.0012473	0	-0.044686	-0.74976	-0.037025	-0.010646	-0.015549	0.0029133	-0.048072	-0.0059425	-0.0089906	-0.0018014	0.020763	-0.03394	-0.0027707	-0.49653	0	-0.0037395	-0.010784	-0.021098	-0.027945	-0.014503	-0.0036484	0	-0.010784	-0.0012473	0.017684	-0.016642	-0.072749	-0.032996	-0.84171	-0.11221	-0.87525	-0.5348	0.0072217	-0.86798	-0.018078	-0.0123	-0.42713	-0.021737	-0.30639	-0.011887	-0.016979	-0.012576	-0.010508	-0.0048461	-0.04428	0.031859	-0.030346	0.00074405	-1.2929	-0.0083005	-0.27207	0.0073609	-0.23496	-0.022823	-0.027535	-0.0034627	-0.0077482	-0.35122	-0.85082	-0.12356	-0.006505	0.001803	-0.0018014	-0.66753	-0.00013862	-0.022528	-0.014645	0.0015255	-0.022469	0.0027745	-0.0016629	-0.0070576	0.0066653	0.0046776	0.0027745	-0.014503	-0.025483	-0.005261	-0.021098	-0.27655	-0.011749	-0.54985	-0.015741	
Deletion Peak  9 - CN values	4q13.3  	chr4:39042378-119041431(probes 396622:439641)      	chr4:69586838-69656036(probes 411094:411137)        	chr4:69616499-69619821(probes 411112:411113)        	0.22728	   0.23601		Actual Copy Change Given	-0.44792	-0.043162	-0.025412	-0.036518	-0.5291	-0.75263	0.014363	-0.021921	-0.016567	-0.031632	-0.0061552	-0.0047079	-0.00019532	-0.22552	-0.0081624	-0.016664	-0.0008316	-0.62836	-0.031086	-0.016652	-0.36256	-0.096335	-0.90798	-0.015894	-0.34205	-0.26071	-0.018902	0.035524	-0.28149	0.1041	-0.0073339	-0.8393	-0.012713	-0.81515	-0.037626	-0.0084385	-0.0013858	-0.0083005	-0.010646	-0.020824	-0.0094412	-0.23557	-0.79386	-0.79017	-0.014641	0.0045051	-0.44135	0.00095568	-0.00013862	-0.0081964	-0.87829	-0.010232	0	-0.049965	-0.74976	-0.061555	-0.010646	-0.015549	0.0029133	-0.047531	-0.01106	-0.021706	-0.24399	-0.2875	-0.03394	-0.0027707	-0.46408	-0.0089432	-0.012312	-0.010784	-0.021098	-0.027945	-0.014503	-0.0036484	0	-0.014641	-0.16052	0.0113	-0.016642	-0.070983	-0.035585	0.0097276	-0.056846	-0.41102	-0.36986	-0.010442	-0.86798	-0.018078	-0.013895	-0.42713	-0.021737	-0.30639	-0.011887	-0.016979	-0.012576	-0.010508	-0.011452	0	0.01419	-0.030346	-0.12197	-0.88172	-0.0083005	-0.27207	-0.85654	-0.23496	-0.061632	-0.027535	-0.0034627	0.001803	-0.35122	-0.80186	-0.12356	-0.006505	0.001803	-0.0832	0.024268	-0.00013862	-0.016292	-0.014645	-0.0053435	-0.022469	0.0027745	-0.0067069	-0.0070576	0.0066653	0.0046776	0.0027745	-0.014503	0.023987	-0.005261	-0.021098	-0.27655	-0.011749	-0.54985	-0.05469	
Deletion Peak 10 - CN values	4q31.3  	chr4:144738098-164201579(probes 453598:464820)    	chr4:151668660-151764018(probes 457249:457313)    	chr4:132517338-190214555(probes 446792:477075)    	0.001084	  0.001084		Actual Copy Change Given	-0.44792	-0.043162	-0.025412	-0.036518	-0.5291	-0.75426	0.024001	-0.021921	-0.023338	-0.031632	-0.0061552	-0.0084385	-0.00019532	-0.2429	-0.0081624	-0.016664	-0.0008316	-0.62836	-0.038591	-0.016652	-0.36256	-0.10289	-0.90798	-0.015894	-0.34205	-0.23093	-0.018902	0.028392	-0.53882	0.10877	-0.032041	-0.86018	-0.012713	-0.83171	-0.037626	-0.022901	-0.0013858	-0.0083005	-0.010646	-0.020824	-0.023292	-0.23557	-0.79411	0.02539	-0.027888	0.0045051	-0.46611	-0.0094195	-0.0016629	-0.013127	-0.0073941	-0.0048751	0.0043915	-0.049965	-0.74976	-0.058088	-0.010646	-0.015879	0.0020877	-0.047531	-0.01106	-0.021706	-0.25019	-0.29118	-0.039363	-0.0027707	-0.46408	-0.0089432	-0.2554	-0.010784	-0.021098	-0.032723	-0.014503	-0.012678	-0.017116	-0.014641	-0.16052	-0.71977	-0.016642	-0.082004	0.09333	-0.021784	-0.098945	-0.17556	-0.36986	-0.40246	-0.86798	-0.018078	-0.022606	-0.42713	-0.75863	-0.30588	-0.055095	-0.016979	-0.012576	-0.010508	-0.25128	0	-0.70809	-0.030346	0.00044904	-0.92017	-0.0083005	-0.27236	-0.85654	-0.23496	-0.12155	-0.027535	-0.0034627	0.001803	-0.35122	-0.80186	-0.12356	-0.006505	0.001803	-0.0832	-0.27129	-0.74464	-0.023435	-0.019585	-0.0053435	-0.022469	0.0027745	0.00013863	-0.0070576	0.0066653	-0.33341	-0.0011087	-0.014503	-0.248	-0.005261	-0.021098	-0.28157	-0.011749	-0.54985	-0.069057	
Deletion Peak 11 - CN values	5p15.2  	chr5:1-181538259(probes 477076:579018)               	chr5:10560999-10661815(probes 484231:484304)        	chr5:10606014-10608424(probes 484268:484269)        	0.25547	   0.23777		Actual Copy Change Given	-0.020549	-0.0081624	-0.0043602	-0.0067813	0.0020805	0	-0.014503	-0.00027724	-0.0012473	-0.018765	-0.018757	-0.0027208	0	0	-0.0038779	0.014012	0	-0.044009	0.0063871	-0.0067813	0.010903	-0.011776	-0.012851	0	-0.3503	-0.26865	-0.0081624	0.018383	0.024667	0.0085812	0.031999	0.035665	0	0.0022193	-0.015191	0.010285	0.0011093	-0.0027707	-0.0081624	-0.014881	-0.0029091	0.030029	0.0037465	-0.047666	-0.0066432	0.0016642	-0.31073	0.037343	0.0023581	0	-0.0055375	-0.0011362	-0.63134	-0.0045695	-0.0088526	-0.41981	-0.0051407	-0.0055375	-0.0037395	0.0024969	-0.006505	0.034536	0.0027745	-0.011198	-0.0082901	0.0013868	-0.086784	0.0010786	-0.00097017	-0.0029091	-0.0073339	0	-0.0087146	-0.0069666	0.039337	0	-0.00038803	0.016006	0	0	-0.11325	-0.83268	-0.027945	-0.027124	0.0062481	-0.0030475	-0.014228	-0.011472	-0.010922	0.025952	-0.00083255	0.0043021	-0.013264	0	-0.0026322	-0.0063668	0.0024969	0.13806	-0.73003	-0.0080244	-0.00065994	0.0033299	-0.036265	-0.00027724	-0.027124	-0.0095426	5.8653e-05	0.0016642	-0.0022168	0.0087528	-0.0027707	-0.0019399	-0.0056757	-0.0040162	0	-0.0016629	-0.032314	0.0019418	-0.0078863	-0.0053951	-0.0034627	0	-0.0037395	-0.27846	-0.0022168	0.011261	-0.021784	0.00041593	-0.0026322	-0.1731	-0.0018014	0	-0.0038779	-0.0011087	0.0043021	0	
Deletion Peak 12 - CN values	5q33.3  	chr5:148383035-173172197(probes 558460:574824)    	chr5:159328953-159366358(probes 565825:565845)    	chr5:148618929-173094484(probes 558611:574795)    	0.016062	  0.015407		Actual Copy Change Given	0.0056099	-1.056	-0.013193	-0.0067813	0.0020805	0	0.01447	-0.00041585	-0.0012473	0.0062481	-0.00020357	-0.019152	-0.0049846	0	-0.0038779	-0.0066817	0	0.011958	0.0063871	0.0026357	0.019843	0.0021915	-0.00027724	0	-0.3503	0.032563	-0.0067813	0.055943	-0.020605	-0.35613	-0.072541	0.011261	0	-0.0092666	-0.023155	-0.76638	0.0011093	-0.0027707	-0.0047079	-0.010784	-0.01354	-0.24131	0.0037465	-0.01849	-0.0066432	0.0016642	0.0075	0.0095733	0.0023581	0	-0.0036011	-0.0091117	-0.085372	-0.0027707	-0.32832	-0.0049844	-0.0044312	-0.0055375	-0.0037395	-0.0045695	-0.00069303	-0.006505	0.0027745	-0.0011087	-0.0082901	-9.5203e-05	-0.081073	0.012516	-0.00097017	0.0068044	-0.010261	-0.0067813	-0.0055375	-0.0069666	0.0031992	0.00069327	0.0016722	-0.0349	0	0	-0.18886	-0.00069303	-0.018078	0.0029133	0.0062481	-0.0030475	0.011004	-0.018494	0.004719	0.010842	-0.00083255	0.0043021	-0.013264	0	-0.0026322	-0.0063668	-0.0042891	-0.0053992	-0.73293	-0.005261	-0.00065994	0.0023581	0.65682	-0.00027724	0.0075	-0.0095426	-0.0064618	0.00027728	-0.0022168	-0.026918	-0.0008316	0.0058309	-0.0041546	-0.0040162	0	-0.022332	-0.46918	0.0019418	0.0029133	-0.0047037	-0.0034627	0	-0.0037395	-0.27846	-0.0022168	-0.026851	-0.32461	0.00041593	0.0012481	-0.10723	-0.0018014	0.019928	0.0038854	-0.0011087	0.0043021	-0.012178	
Deletion Peak 13 - CN values	7p22.3  	chr7:1612642-1766954(probes 677352:677400)            	chr7:1706714-1766954(probes 677383:677400)            	chr7:1-4368551(probes 677155:678577)                   	0.0088466	 0.0089959		Actual Copy Change Given	0.058652	0.052241	0.054306	-0.022744	0.013353	0.0011093	-0.019452	0.057226	0.078871	0.94711	0.11221	-0.71114	-0.0030477	0.046275	0.0011093	0.23267	-0.0035275	-0.026167	0.0056415	-0.0018014	-0.14703	0.053208	0.87284	-0.00027724	0.010424	0.097106	0.10162	-0.91552	0.034656	-0.0026322	-0.16777	-0.0123	0.07096	0.029184	0.11008	0.0031453	0	0.004719	0.065226	-0.0020784	0.061079	-0.0027707	0.021043	-0.036674	0.010424	-0.075612	0.86831	-0.0030625	-0.00027724	-0.0008316	0.033972	0.0027745	0.0046694	0.040751	0.034113	-0.0062286	-0.0056757	0.00013863	0.001803	0.060365	0.053664	0.080889	0.0030653	-0.040752	0.067529	0.011958	0.20549	0.09101	0.00041593	-0.71015	0.075847	0.05287	0.044715	0.059031	-0.82871	0.092895	0	-0.072007	0.044007	0.10482	-0.33848	-0.0091286	0.90593	0.78196	0.010424	0.0015255	0.018103	0.07671	0.075559	0.021884	0.054282	0	-0.026577	0.051956	0.0013868	-0.00069303	0.00041593	-0.0029091	-0.046989	-0.92882	-0.0043018	0.0058309	0.035242	0.0022193	0.015308	0.098124	-0.0033685	0.060365	0	-0.038306	0.061651	0.89748	0.13435	0	0.020063	0.54436	0.074478	0.0026357	0.055658	-0.00013447	0	0.027497	-0.0063668	0.024127	0.0029133	-0.018628	0.019083	0.2771	0.5029	-0.0008316	-0.0031859	0.057939	-0.0012473	0.075128	0.0072217	-0.24594	
Deletion Peak 14 - CN values	8p23.2  	chr8:2166023-6404670(probes 760647:762583)            	chr8:2926897-4996752(probes 760683:762182)            	chr8:1-4600689(probes 759849:761952)                   	0.001084	  0.001084		Actual Copy Change Given	0.029325	0.013353	0.0063195	0.35218	-0.26552	-0.0071958	-0.0068026	0.0090312	-0.0096806	-0.0020784	-0.0026971	0.010285	-0.0036013	0.012376	0.003191	0.02788	0.0013868	0.035806	-0.011335	0.0069435	0.0092306	0.0098391	-0.005814	-0.0047681	0.0026357	-0.30345	0.00458	-0.90964	0.036913	0.31514	0.11448	0.05281	0.0073609	-0.011198	0.72848	0.019923	0.00083195	0.042024	-0.0060904	0.0027745	0.0083351	0.035524	-0.0069195	-0.81524	0	-0.032723	-0.015191	0.029451	-0.0023553	-0.0027707	-0.0018014	0.0023581	0.010096	0	-0.015191	0.020063	-0.0068855	-0.011749	0.00041593	0.014888	-0.0016629	0.024969	-0.0016629	-0.0081624	0.016156	-0.005814	0.25652	-0.18194	-0.0035474	-0.0015243	0.0038854	-0.015191	0.0040243	-0.0040634	-0.0123	0.0114	-0.00097017	0.69596	-0.0044312	0.16078	0.010424	-0.81499	0.76676	-0.0057759	-0.0015243	0	0.00055459	0.0077783	0.0075	0.031155	0	0.00069327	0.010982	0.0083351	0.0087528	-0.0060904	0.00083195	0.00041593	0.31161	0.00069327	-0.0021838	-0.0051846	-0.00027724	-0.007472	-0.005261	0.040892	-0.0039577	0.0083351	-0.026577	-0.010784	0.012237	-0.016863	-0.0047079	-0.0008316	-0.0024938	0.031718	-0.14451	-0.0034627	-0.0052	-0.0022127	-0.0033243	-0.066252	-0.0073339	0.31675	-0.0018014	0.78138	0.0044411	0.0029133	-0.0020617	0.025671	-0.0027707	0.0091705	0	-0.0030475	0.0019418	0.022599	
Deletion Peak 15 - CN values	8q24.3  	chr8:6967891-145138636(probes 763143:842763)        	chr8:144123091-145138636(probes 842753:842763)    	chr8:142423109-145138636(probes 842262:842763)    	0.017593	  0.018132		Actual Copy Change Given	0.026092	0.094637	0.013285	0.35218	-0.015879	-0.0071958	0.0041632	0.019083	0.1038	0.017684	-0.0055841	0.95447	-0.0036013	0.011539	0.0015255	0.021845	0.0013868	0.065083	-0.011335	-0.0036011	0.0092306	0.0095604	-0.0038779	0.00013863	0.0026357	-0.37966	0.17347	-0.90964	0.041719	0.39629	-0.0013858	-0.018628	0.064225	-0.0073339	0.89809	-0.6897	0.00083195	0.050392	0.011679	0.0020976	0.069382	0.18041	-0.0069195	0.85541	0	-0.015723	1.0506	0.016271	-0.0023553	-0.0027707	-0.0018014	0.0023581	0.067324	0.086811	-0.012438	0.87308	0.001803	-0.0065766	0.00041593	0.03369	-0.0030475	0.030169	0.00097064	-0.015054	0.0075105	-0.005814	0.25012	0.020063	-0.0031859	0.14162	0.020763	0.022024	0.0073609	-0.0040634	1.298	0.086666	-0.00097017	0.68273	0.069095	0.1622	-0.013677	2.0471	0.89166	0.00027728	-0.0015243	0.048262	0.0020805	0.013878	0.1255	0.02525	0.068284	0.00069327	3.0487	0.011679	0.0087528	-0.0060904	0.081899	0.00041593	-0.75028	0.025531	-0.0021838	-0.0011087	-0.54552	-0.0023257	-0.0022168	0.03369	0.91469	0.088982	-0.026577	-0.017116	0.09246	-0.0077482	-0.0047079	0.03863	-0.0088667	0.036653	0.079159	0.0058309	0	0.02357	-0.0033243	-0.066252	-0.014259	0.30633	-0.0011087	0.36362	-0.11913	-0.005261	0	0.57344	0.16325	0.069382	0	0.09987	0.0019418	-0.82513	
Deletion Peak 16 - CN values	9p24.1  	chr9:6255512-7797965(probes 846499:847106)            	chr9:6256145-7175773(probes 846500:846610)            	chr9:7060855-9728353(probes 846511:848374)            	0.016062	   0.19333		Actual Copy Change Given	-0.4244	-0.013402	0.0072932	-0.0038779	-0.98477	-0.74194	-0.0027707	-0.25745	0.0051359	-0.011698	0.0006283	-0.52678	-0.098418	0.003191	0.0040283	-0.17177	0.0012481	0.61988	-1.0761	0.0018174	0.014901	-0.013269	0.0050742	0.0034848	-0.16777	-0.59653	0	-0.91251	-0.11013	-0.68241	-0.11299	0.003191	0.0011093	-0.063166	-0.0015243	-0.013364	-0.0023148	-0.18609	-0.00041585	-0.62398	0.0068044	-0.014503	0.010982	0.072396	0.0076392	-0.005814	0.53661	-0.16359	-0.0022168	0.0052749	0.0054139	-0.73722	0.58339	-0.092874	-0.026851	-0.32878	0.0015255	0.012934	0.014768	-0.029721	-0.0062286	-0.9013	8.307e-05	0.0070826	0	-0.00041585	-0.041702	-0.32693	-0.00013862	-0.18999	-0.021784	0.0069435	-0.0012473	-0.0017723	-0.74664	-0.0084385	-0.01849	-0.87642	0.0068044	-0.41231	-0.49996	-0.82733	-0.0070576	-0.13574	-0.05685	0.00097064	0.006109	-0.006505	-0.0019399	-0.44932	-0.0046326	-0.022744	-0.0416	-0.29579	-0.0078863	0.01419	-0.81441	0.0034687	-0.39819	-0.0036011	0.0016974	-0.91622	0.00083195	-0.02481	-0.018645	-0.00013862	-0.86212	-0.26264	0.0092477	0.0086102	0.0083351	-0.0095426	0.0056919	0.00041593	0.0023581	-0.06048	-0.28037	-0.0078863	0.0016642	0.0098711	0.0042194	-0.59617	-0.004362	-0.58166	0.0044411	-0.020961	-0.052531	0.0070836	0	-0.17664	0.00013863	-0.00055444	-0.0023553	0.00069327	0.0040243	-0.89916	
